# capture_start_utc=2026-08-29T17:35:57Z
158449797 297 101658 2
S 69630348 295 101652 2
S 69641348 295 101656 2
S 69652347 295 101653 2
S 69663346 295 101652 2
S 69674346 295 101652 2
S 69685345 295 101653 2
S 69696344 295 101656 2
S 69707344 295 101657 2
S 69718343 295 101658 2
S 69729342 295 101650 2
S 69740342 295 101652 2
S 69751341 295 101652 2
S 69762340 295 101654 2
S 69773339 295 101652 2
S 69784339 295 101653 2
S 69795338 295 101658 2
S 69806337 295 101652 2
S 69817337 295 101655 2
S 69828336 295 101657 2
S 69839335 295 101653 2
S 69850335 295 101656 2
S 69861334 295 101652 2
S 69872333 295 101652 2
S 69883333 295 101655 2
S 69894332 295 101654 2
S 69905331 295 101653 2
S 69916331 295 101652 2
S 69927330 295 101653 2
S 69938329 295 101656 2
S 69949328 295 101656 2
S 69960328 295 101655 2
S 69971327 295 101657 2
S 69982326 295 101651 2
S 69993326 295 101657 2
S 70004325 295 101654 2
S 70015324 295 101657 2
S 70026324 295 101655 2
S 70037323 295 101658 2
S 70048322 295 101658 2
S 70059322 295 101656 2
S 70070321 295 101657 2
S 70081320 295 101662 2
S 70092320 295 101653 2
S 70103319 295 101655 2
S 70114318 295 101652 2
S 70125317 295 101654 2
S 70136317 295 101657 2
S 70147316 295 101657 2
S 70158315 295 101654 2
S 70169315 295 101651 2
S 70180314 295 101665 2
S 70191313 295 101658 2
S 70202313 295 101657 2
S 70213312 295 101662 2
S 70224311 295 101655 2
S 70235311 295 101658 2
S 70246310 295 101663 2
S 70257309 295 101660 2
S 70268309 295 101661 2
S 70279308 295 101663 2
S 70290307 295 101658 2
S 70301306 295 101655 2
S 70312306 295 101659 2
S 70323305 295 101658 2
S 70334304 295 101660 2
S 70345304 295 101661 2
S 70356303 295 101657 2
S 70367302 295 101663 2
S 70378302 295 101662 2
S 70389301 295 101657 2
S 70400300 295 101658 2
S 70411300 295 101654 2
S 70422299 295 101661 2
S 70433298 295 101658 2
S 70444298 295 101658 2
S 70455297 295 101658 2
S 70466296 295 101657 2
S 70477295 295 101657 2
S 70488295 295 101658 2
S 70499294 295 101657 2
S 70515293 295 101664 2
S 70526292 295 101661 2
S 70537292 295 101663 2
S 70548291 295 101664 2
S 70559290 295 101657 2
S 70570290 295 101660 2
S 70581289 295 101658 2
S 70592288 295 101660 2
S 70603288 295 101657 2
S 70614287 295 101658 2
S 70625286 295 101659 2
S 70636286 295 101663 2
S 70647285 295 101663 2
S 70658284 295 101660 2
S 70669283 295 101659 2
S 70680283 295 101660 2
S 70691282 295 101660 2
S 70702281 295 101657 2
S 70713281 295 101659 2
S 70724280 295 101662 2
S 70735279 295 101660 2
S 70746279 295 101657 2
S 70757278 295 101654 2
S 70768277 295 101659 2
S 70779277 295 101663 2
S 70790276 295 101658 2
S 70801275 295 101657 2
S 70812275 295 101657 2
S 70823274 295 101657 2
S 70834273 295 101660 2
S 70845272 295 101659 2
S 70856272 295 101657 2
S 70867271 295 101658 2
S 70878270 295 101656 2
S 70889270 295 101660 2
S 70900269 295 101667 2
S 70911268 295 101663 2
S 70922268 295 101660 2
S 70933267 295 101655 2
S 70944266 295 101662 2
S 70955266 295 101660 2
S 70966265 295 101657 2
S 70977264 295 101655 2
S 70988264 295 101657 2
S 70999263 295 101655 2
S 71010262 295 101654 2
S 71021261 295 101659 2
S 71032261 295 101654 2
S 71043260 295 101654 2
S 71054259 295 101654 2
S 71065259 295 101657 2
S 71076258 295 101658 2
S 71087257 295 101661 2
S 71098257 295 101658 2
S 71109256 295 101655 2
S 71120255 295 101658 2
S 71131255 295 101654 2
S 71142254 295 101654 2
S 71153253 295 101658 2
S 71164253 295 101658 2
S 71175252 295 101657 2
S 71186251 295 101652 2
S 71197250 295 101654 2
S 71208250 295 101651 2
S 71219249 295 101657 2
S 71230248 295 101652 2
S 71241248 295 101653 2
S 71252247 295 101654 2
S 71263246 295 101650 2
S 71274246 295 101654 2
S 71285245 295 101654 2
S 71296244 295 101660 2
S 71307244 295 101652 2
S 71318243 295 101657 2
S 71329242 295 101654 2
S 71340242 295 101657 2
S 71351241 295 101656 2
S 71362240 295 101658 2
S 71373239 295 101659 2
S 71384239 295 101657 2
S 71395238 295 101652 2
S 71406237 295 101656 2
S 71417237 295 101655 2
S 71428236 295 101657 2
S 71439235 295 101653 2
S 71450235 295 101658 2
S 71461234 295 101656 2
S 71472233 295 101657 2
S 71483233 295 101652 2
S 71494232 295 101656 2
S 71505231 295 101654 2
S 71521230 295 101654 2
S 71532230 295 101652 2
S 71543229 295 101652 2
S 71554228 295 101651 2
S 71565227 295 101659 2
S 71576227 295 101653 2
S 71587226 295 101651 2
S 71598225 295 101650 2
S 71609225 295 101658 2
S 71620224 295 101651 2
S 71631223 295 101652 2
S 71642223 295 101659 2
S 71653222 295 101658 2
S 71664221 295 101657 2
S 71675221 295 101654 2
S 71686220 295 101657 2
S 71697219 295 101652 2
S 71708219 295 101657 2
S 71719218 295 101656 2
S 71730217 295 101654 2
S 71741216 295 101652 2
S 71752216 295 101653 2
S 71763215 295 101652 2
S 71774214 295 101657 2
S 71785214 295 101655 2
S 71796213 295 101655 2
S 71807212 295 101652 2
S 71818212 295 101652 2
S 71829211 295 101654 2
S 71840210 295 101660 2
S 71851210 295 101653 2
S 71862209 295 101651 2
S 71873208 295 101654 2
S 71884208 295 101652 2
S 71895207 295 101648 2
S 71906206 295 101652 2
S 71917205 295 101649 2
S 71928205 295 101652 2
S 71939204 295 101649 2
S 71950203 295 101657 2
S 71961203 295 101648 2
S 71972202 295 101657 2
S 71983201 295 101654 2
S 71994201 295 101649 2
S 72005200 295 101656 2
S 72016199 295 101646 2
S 72027199 295 101649 2
S 72038198 295 101652 2
S 72049197 295 101658 2
S 72060197 295 101657 2
S 72071196 295 101652 2
S 72082195 295 101652 2
S 72093194 295 101656 2
S 72104194 295 101652 2
S 72115193 295 101656 2
S 72126192 295 101652 2
S 72137192 295 101655 2
S 72148191 295 101653 2
S 72159190 295 101649 2
S 72170190 295 101649 2
S 72181189 295 101654 2
S 72192188 295 101654 2
S 72203188 295 101656 2
S 72214187 295 101650 2
S 72225186 295 101652 2
S 72236186 295 101649 2
S 72247185 295 101649 2
S 72258184 295 101652 2
S 72269183 295 101653 2
S 72280183 295 101649 2
S 72291182 295 101652 2
S 72302181 295 101652 2
S 72313181 295 101650 2
S 72324180 295 101650 2
S 72335179 295 101649 2
S 72346179 295 101652 2
S 72357178 295 101654 2
S 72368177 295 101655 2
S 72379177 295 101654 2
S 72390176 295 101660 2
S 72401175 295 101652 2
S 72412175 295 101652 2
S 72423174 295 101652 2
S 72434173 295 101652 2
S 72445172 295 101651 2
S 72456172 295 101652 2
S 72467171 295 101648 2
S 72478170 295 101649 2
S 72489170 295 101649 2
S 72500169 295 101654 2
S 72511168 295 101649 2
S 72527167 295 101657 2
S 72538167 295 101658 2
S 72549166 295 101656 2
S 72560165 295 101654 2
S 72571165 295 101652 2
S 72582164 295 101655 2
S 72593163 295 101652 2
S 72604163 295 101654 2
S 72615162 295 101649 2
S 72626161 295 101652 2
S 72637160 295 101653 2
S 72648160 295 101654 2
S 72659159 295 101651 2
S 72670158 295 101656 2
S 72681158 295 101653 2
S 72692157 295 101654 2
S 72703156 295 101653 2
S 72714156 295 101652 2
S 72725155 295 101654 2
S 72736154 295 101653 2
S 72747154 295 101654 2
S 72758153 295 101649 2
S 72769152 295 101652 2
S 72780152 295 101649 2
S 72791151 295 101649 2
S 72802150 295 101646 2
S 72813149 295 101654 2
S 72824149 295 101654 2
S 72835148 295 101651 2
S 72846147 295 101646 2
S 72857147 295 101647 2
S 72868146 295 101649 2
S 72879145 295 101652 2
S 72890145 295 101649 2
S 72901144 295 101651 2
S 72912143 295 101652 2
S 72923143 295 101654 2
S 72934142 295 101652 2
S 72945141 295 101653 2
S 72956141 295 101656 2
S 72967140 295 101657 2
S 72978139 295 101650 2
S 72989138 295 101654 2
S 73000138 295 101653 2
S 73011137 295 101650 2
S 73022136 295 101654 2
S 73033136 295 101653 2
S 73044135 295 101653 2
S 73055134 295 101652 2
S 73066134 295 101652 2
S 73077133 295 101652 2
S 73088132 295 101653 2
S 73099132 295 101655 2
S 73110131 295 101651 2
S 73121130 295 101649 2
S 73132130 295 101657 2
S 73143129 295 101652 2
S 73154128 295 101654 2
S 73165127 295 101652 2
S 73176127 295 101657 2
S 73187126 295 101653 2
S 73198125 295 101656 2
S 73209125 295 101652 2
S 73220124 295 101652 2
S 73231123 295 101654 2
S 73242123 295 101654 2
S 73253122 295 101652 2
S 73264121 295 101654 2
S 73275121 295 101652 2
S 73286120 295 101655 2
S 73297119 295 101654 2
S 73308119 295 101654 2
S 73319118 295 101653 2
S 73330117 295 101649 2
S 73341116 295 101654 2
S 73352116 295 101657 2
S 73363115 295 101654 2
S 73374114 295 101657 2
S 73385114 295 101657 2
S 73396113 295 101653 2
S 73407112 295 101657 2
S 73418112 295 101654 2
S 73429111 295 101654 2
S 73440110 295 101652 2
S 73451110 295 101656 2
S 73462109 295 101653 2
S 73473108 295 101656 2
S 73484108 295 101655 2
S 73495107 295 101654 2
S 73506106 295 101654 2
S 73517105 295 101656 2
S 73533104 295 101658 2
S 73544104 295 101649 2
S 73555103 295 101652 2
S 73566102 295 101654 2
S 73577102 295 101654 2
S 73588101 295 101655 2
S 73599100 295 101659 2
S 73610100 295 101654 2
S 73621099 295 101654 2
S 73632098 295 101654 2
S 73643098 295 101659 2
S 73654097 295 101657 2
S 73665096 295 101659 2
S 73676096 295 101653 2
S 73687095 295 101655 2
S 73698094 295 101651 2
S 73709093 295 101649 2
S 73720093 295 101654 2
S 73731092 295 101653 2
S 73742091 295 101657 2
S 73753091 295 101654 2
S 73764090 295 101650 2
S 73775089 295 101657 2
S 73786089 295 101653 2
S 73797088 295 101652 2
S 73808087 295 101654 2
S 73819087 295 101659 2
S 73830086 295 101654 2
S 73841085 295 101654 2
S 73852085 295 101653 2
S 73863084 295 101652 2
S 73874083 295 101654 2
S 73885082 295 101654 2
S 73896082 295 101655 2
S 73907081 295 101653 2
S 73918080 295 101652 2
S 73929080 295 101654 2
S 73940079 295 101652 2
S 73951078 295 101654 2
S 73962078 295 101651 2
S 73973077 295 101654 2
S 73984076 295 101649 2
S 73995076 295 101655 2
S 74006075 295 101652 2
S 74017074 295 101654 2
S 74028074 295 101654 2
S 74039073 295 101657 2
S 74050072 295 101654 2
S 74061071 295 101655 2
S 74072071 295 101657 2
S 74083070 295 101654 2
S 74094069 295 101652 2
S 74105069 295 101653 2
S 74116068 295 101652 2
S 74127067 295 101655 2
S 74138067 295 101654 2
S 74149066 295 101651 2
S 74160065 295 101656 2
S 74171065 295 101656 2
S 74182064 295 101651 2
S 74193063 295 101654 2
S 74204063 295 101656 2
S 74215062 295 101655 2
S 74226061 295 101659 2
S 74237060 295 101655 2
S 74248060 295 101653 2
S 74259059 295 101655 2
S 74270058 295 101652 2
S 74281058 295 101652 2
S 74292057 295 101657 2
S 74303056 295 101654 2
S 74314056 295 101652 2
S 74325055 295 101652 2
S 74336054 295 101655 2
S 74347054 295 101652 2
S 74358053 295 101651 2
S 74369052 295 101649 2
S 74380052 295 101649 2
S 74391051 295 101651 2
S 74402050 295 101647 2
S 74413049 295 101649 2
S 74424049 295 101646 2
S 74435048 295 101653 2
S 74446047 295 101650 2
S 74457047 295 101653 2
S 74468046 295 101653 2
S 74479045 295 101652 2
S 74490045 295 101650 2
S 74501044 295 101647 2
S 74512043 295 101657 2
S 74523043 295 101649 2
S 74539042 295 101660 2
S 74550041 295 101659 2
S 74561040 295 101662 2
S 74572040 295 101658 2
S 74583039 295 101652 2
S 74594038 295 101657 2
S 74605037 295 101658 2
S 74616037 295 101658 2
S 74627036 295 101663 2
S 74638035 295 101658 2
S 74649035 295 101658 2
S 74660034 295 101658 2
S 74671033 295 101659 2
S 74682033 295 101655 2
S 74693032 295 101652 2
S 74704031 295 101660 2
S 74715031 295 101655 2
S 74726030 295 101655 2
S 74737029 295 101654 2
S 74748029 295 101658 2
S 74759028 295 101657 2
S 74770027 295 101659 2
S 74781026 295 101657 2
S 74792026 295 101655 2
S 74803025 295 101657 2
S 74814024 295 101657 2
S 74825024 295 101655 2
S 74836023 295 101659 2
S 74847022 295 101653 2
S 74858022 295 101652 2
S 74869021 295 101655 2
S 74880020 295 101656 2
S 74891020 295 101652 2
S 74902019 295 101656 2
S 74913018 295 101655 2
S 74924018 295 101656 2
S 74935017 295 101652 2
S 74946016 295 101652 2
S 74957015 295 101653 2
S 74968015 295 101654 2
S 74979014 295 101649 2
S 74990013 295 101656 2
S 75001014 295 101653 2
S 75012012 295 101652 2
S 75023011 295 101656 2
S 75034011 295 101655 2
S 75045010 295 101658 2
S 75056009 295 101654 2
S 75067009 295 101656 2
S 75078008 295 101657 2
S 75089007 295 101655 2
S 75100007 295 101655 2
S 75111006 295 101652 2
S 75122005 295 101658 2
S 75133004 295 101653 2
S 75144004 295 101655 2
S 75155003 295 101655 2
S 75166002 295 101655 2
S 75177002 295 101660 2
S 75188001 295 101657 2
S 75199000 295 101653 2
S 75210000 295 101656 2
S 75220999 295 101656 2
S 75231998 295 101660 2
S 75242998 295 101666 2
S 75253997 295 101658 2
S 75264996 295 101660 2
S 75275996 295 101663 2
S 75286995 295 101662 2
S 75297994 295 101658 2
S 75308993 295 101659 2
S 75319993 295 101659 2
S 75330992 295 101658 2
S 75341991 295 101654 2
S 75352991 295 101658 2
S 75363990 295 101658 2
S 75374989 295 101655 2
S 75385989 295 101659 2
S 75396988 295 101660 2
S 75407987 295 101662 2
S 75418987 295 101661 2
S 75429986 295 101662 2
S 75440985 295 101663 2
S 75451985 295 101660 2
S 75462984 295 101661 2
S 75473983 295 101660 2
S 75484982 295 101662 2
S 75495982 295 101661 2
S 75506981 295 101660 2
S 75517980 295 101660 2
S 75528980 295 101658 2
S 75544979 295 101663 2
S 75555978 295 101657 2
S 75566977 295 101658 2
S 75577977 295 101663 2
S 75588976 295 101660 2
S 75599975 295 101662 2
S 75610975 295 101662 2
S 75621974 295 101660 2
S 75632973 295 101660 2
S 75643973 295 101658 2
S 75654972 295 101658 2
S 75665971 295 101656 2
S 75676970 295 101656 2
S 75687970 295 101655 2
S 75698969 295 101658 2
S 75709968 295 101658 2
S 75720968 295 101660 2
S 75731967 295 101661 2
S 75742966 295 101660 2
S 75753966 295 101662 2
S 75764965 295 101658 2
S 75775964 295 101659 2
S 75786964 295 101660 2
S 75797963 295 101659 2
S 75808962 295 101659 2
S 75819962 295 101655 2
S 75830961 295 101657 2
S 75841960 295 101658 2
S 75852959 295 101655 2
S 75863959 295 101657 2
S 75874958 295 101657 2
S 75885957 295 101656 2
S 75896957 295 101655 2
S 75907956 295 101656 2
S 75918955 295 101661 2
S 75929955 295 101664 2
S 75940954 295 101660 2
S 75951953 295 101660 2
S 75962953 295 101661 2
S 75973952 295 101661 2
S 75984951 295 101658 2
S 75995951 295 101658 2
S 76006950 295 101657 2
S 76017949 295 101658 2
S 76028948 295 101657 2
S 76039948 295 101658 2
S 76050947 295 101657 2
S 76061946 295 101661 2
S 76072946 295 101658 2
S 76083945 295 101651 2
S 76094944 295 101652 2
S 76105944 295 101658 2
S 76116943 295 101648 2
S 76127942 295 101657 2
S 76138942 295 101654 2
S 76149941 295 101655 2
S 76160940 295 101655 2
S 76171940 295 101657 2
S 76182939 295 101658 2
S 76193938 295 101655 2
S 76204937 295 101660 2
S 76215937 295 101658 2
S 76226936 295 101655 2
S 76237935 295 101655 2
S 76248935 295 101660 2
S 76259934 295 101656 2
S 76270933 295 101658 2
S 76281933 295 101658 2
S 76292932 295 101658 2
S 76303931 295 101654 2
S 76314931 295 101652 2
S 76325930 295 101656 2
S 76336929 295 101655 2
S 76347929 295 101657 2
S 76358928 295 101660 2
S 76369927 295 101660 2
S 76380926 295 101660 2
S 76391926 295 101660 2
S 76402925 295 101660 2
S 76413924 295 101655 2
S 76424924 295 101654 2
S 76435923 295 101658 2
S 76446922 295 101656 2
S 76457922 295 101658 2
S 76468921 295 101656 2
S 76479920 295 101656 2
S 76490920 295 101658 2
S 76501919 295 101658 2
S 76512918 295 101660 2
S 76523918 295 101658 2
S 76534917 295 101660 2
S 76550916 296 101662 2
S 76561915 296 101666 2
S 76572914 296 101666 2
S 76583914 296 101667 2
S 76594913 296 101665 2
S 76605912 296 101664 2
S 76616912 296 101658 2
S 76627911 296 101659 2
S 76638910 296 101666 2
S 76649910 296 101658 2
S 76660909 296 101658 2
S 76671908 296 101661 2
S 76682908 296 101660 2
S 76693907 296 101663 2
S 76704906 296 101660 2
S 76715906 296 101661 2
S 76726905 296 101663 2
S 76737904 296 101659 2
S 76748903 296 101658 2
S 76759903 296 101662 2
S 76770902 296 101659 2
S 76781901 296 101658 2
S 76792901 296 101658 2
S 76803900 296 101665 2
S 76814899 296 101662 2
S 76825899 296 101660 2
S 76836898 296 101660 2
S 76847897 296 101659 2
S 76858897 296 101658 2
S 76869896 296 101659 2
S 76880895 296 101656 2
S 76891895 296 101661 2
S 76902894 296 101660 2
S 76913893 296 101659 2
S 76924892 296 101655 2
S 76935892 296 101658 2
S 76946891 296 101659 2
S 76957890 296 101661 2
S 76968890 296 101657 2
S 76979889 296 101658 2
S 76990888 296 101658 2
S 77001888 296 101658 2
S 77012887 296 101657 2
S 77023886 296 101658 2
S 77034886 296 101663 2
S 77045885 296 101659 2
S 77056884 296 101658 2
S 77067884 296 101663 2
S 77078883 296 101660 2
S 77089882 296 101665 2
S 77100881 296 101656 2
S 77111881 296 101667 2
S 77122880 296 101664 2
S 77133879 296 101663 2
S 77144879 296 101655 2
S 77155878 296 101659 2
S 77166877 296 101656 2
S 77177877 296 101659 2
S 77188876 296 101660 2
S 77199875 296 101654 2
S 77210875 296 101655 2
S 77221874 296 101659 2
S 77232873 296 101658 2
S 77243873 296 101656 2
S 77254872 296 101656 2
S 77265871 296 101653 2
S 77276870 296 101652 2
S 77287870 296 101657 2
S 77298869 296 101658 2
S 77309868 296 101654 2
S 77320868 296 101661 2
S 77331867 296 101656 2
S 77342866 296 101658 2
S 77353866 296 101655 2
S 77364865 296 101658 2
S 77375864 296 101663 2
S 77386864 296 101660 2
S 77397863 296 101658 2
S 77408862 296 101662 2
S 77419862 296 101662 2
S 77430861 296 101661 2
S 77441860 296 101661 2
S 77452859 296 101660 2
S 77463859 296 101657 2
S 77474858 296 101659 2
S 77485857 296 101661 2
S 77496857 296 101660 2
S 77507856 296 101660 2
S 77518855 296 101659 2
S 77529855 296 101662 2
S 77540854 296 101661 2
S 77556853 295 101661 2
S 77567852 295 101655 2
S 77578852 295 101653 2
S 77589851 295 101662 2
S 77600850 295 101660 2
S 77611850 295 101662 2
S 77622849 295 101655 2
S 77633848 295 101661 2
S 77644847 295 101659 2
S 77655847 295 101662 2
S 77666846 295 101655 2
S 77677845 295 101660 2
S 77688845 295 101657 2
S 77699844 295 101661 2
S 77710843 295 101655 2
S 77721843 295 101655 2
S 77732842 295 101658 2
S 77743841 295 101658 2
S 77754841 295 101660 2
S 77765840 295 101658 2
S 77776839 295 101658 2
S 77787839 295 101660 2
S 77798838 295 101663 2
S 77809837 295 101658 2
S 77820836 295 101660 2
S 77831836 295 101657 2
S 77842835 295 101657 2
S 77853834 295 101662 2
S 77864834 295 101658 2
S 77875833 295 101656 2
S 77886832 295 101662 2
S 77897832 295 101655 2
S 77908831 295 101662 2
S 77919830 295 101661 2
S 77930830 295 101659 2
S 77941829 295 101660 2
S 77952828 295 101663 2
S 77963828 295 101656 2
S 77974827 295 101652 2
S 77985826 295 101658 2
S 77996825 295 101654 2
S 78007825 295 101654 2
S 78018824 295 101655 2
S 78029823 295 101657 2
S 78040823 295 101652 2
S 78051822 295 101654 2
S 78062821 295 101653 2
S 78073821 295 101655 2
S 78084820 295 101656 2
S 78095819 295 101660 2
S 78106819 295 101658 2
S 78117818 295 101657 2
S 78128817 295 101660 2
S 78139817 295 101657 2
S 78150816 295 101658 2
S 78161815 295 101658 2
S 78172814 295 101660 2
S 78183814 295 101655 2
S 78194813 295 101652 2
S 78205812 295 101658 2
S 78216812 295 101653 2
S 78227811 295 101654 2
S 78238810 295 101658 2
S 78249810 295 101655 2
S 78260809 295 101657 2
S 78271808 295 101657 2
S 78282808 295 101652 2
S 78293807 295 101656 2
S 78304806 295 101657 2
S 78315806 295 101653 2
S 78326805 295 101655 2
S 78337804 295 101657 2
S 78348803 295 101658 2
S 78359803 295 101652 2
S 78370802 295 101655 2
S 78381801 295 101658 2
S 78392801 295 101653 2
S 78403800 295 101655 2
S 78414799 295 101654 2
S 78425799 295 101654 2
S 78436798 295 101652 2
S 78447797 295 101657 2
S 78458797 295 101658 2
S 78469796 295 101655 2
S 78480795 295 101654 2
S 78491795 295 101655 2
S 78502794 295 101656 2
S 78513793 295 101653 2
S 78524792 295 101655 2
S 78535792 295 101652 2
S 78546791 295 101656 2
S 78562790 296 101660 2
S 78573789 296 101661 2
S 78584789 296 101660 2
S 78595788 296 101658 2
S 78606787 296 101657 2
S 78617787 296 101659 2
S 78628786 296 101657 2
S 78639785 296 101663 2
S 78650785 296 101661 2
S 78661784 296 101655 2
S 78672783 296 101658 2
S 78683783 296 101660 2
S 78694782 296 101655 2
S 78705781 296 101658 2
S 78716780 296 101655 2
S 78727780 296 101655 2
S 78738779 296 101657 2
S 78749778 296 101653 2
S 78760778 296 101655 2
S 78771777 296 101652 2
S 78782776 296 101658 2
S 78793776 296 101654 2
S 78804775 296 101658 2
S 78815774 296 101658 2
S 78826774 296 101657 2
S 78837773 296 101657 2
S 78848772 296 101661 2
S 78859772 296 101658 2
S 78870771 296 101655 2
S 78881770 296 101654 2
S 78892769 296 101655 2
S 78903769 296 101658 2
S 78914768 296 101655 2
S 78925767 296 101655 2
S 78936767 296 101653 2
S 78947766 296 101658 2
S 78958765 296 101657 2
S 78969765 296 101660 2
S 78980764 296 101657 2
S 78991763 296 101658 2
S 79002763 296 101655 2
S 79013762 296 101655 2
S 79024761 296 101659 2
S 79035761 296 101658 2
S 79046760 296 101659 2
S 79057759 296 101661 2
S 79068758 296 101659 2
S 79079758 296 101658 2
S 79090757 296 101654 2
S 79101756 296 101655 2
S 79112756 296 101655 2
S 79123755 296 101656 2
S 79134754 296 101657 2
S 79145754 296 101655 2
S 79156753 296 101657 2
S 79167752 296 101654 2
S 79178752 296 101656 2
S 79189751 296 101655 2
S 79200750 296 101658 2
S 79211750 296 101659 2
S 79222749 296 101661 2
S 79233748 296 101664 2
S 79244747 296 101655 2
S 79255747 296 101657 2
S 79266746 296 101661 2
S 79277745 296 101662 2
S 79288745 296 101658 2
S 79299744 296 101655 2
S 79310743 296 101656 2
S 79321743 296 101658 2
S 79332742 296 101658 2
S 79343741 296 101655 2
S 79354741 296 101655 2
S 79365740 296 101655 2
S 79376739 296 101655 2
S 79387739 296 101657 2
S 79398738 296 101657 2
S 79409737 296 101655 2
S 79420736 296 101655 2
S 79431736 296 101655 2
S 79442735 296 101660 2
S 79453734 296 101660 2
S 79464734 296 101657 2
S 79475733 296 101655 2
S 79486732 296 101658 2
S 79497732 296 101658 2
S 79508731 296 101658 2
S 79519730 296 101658 2
S 79530730 296 101665 2
S 79541729 296 101659 2
S 79552728 296 101656 2
S 79568727 295 101658 2
S 79579727 295 101656 2
S 79590726 295 101657 2
S 79601725 295 101656 2
S 79612724 295 101657 2
S 79623724 295 101655 2
S 79634723 295 101663 2
S 79645722 295 101658 2
S 79656722 295 101658 2
S 79667721 295 101659 2
S 79678720 295 101655 2
S 79689720 295 101657 2
S 79700719 295 101659 2
S 79711718 295 101656 2
S 79722718 295 101652 2
S 79733717 295 101659 2
S 79744716 295 101653 2
S 79755716 295 101655 2
S 79766715 295 101653 2
S 79777714 295 101653 2
S 79788713 295 101652 2
S 79799713 295 101654 2
S 79810712 295 101654 2
S 79821711 295 101657 2
S 79832711 295 101658 2
S 79843710 295 101652 2
S 79854709 295 101654 2
S 79865709 295 101654 2
S 79876708 295 101652 2
S 79887707 295 101655 2
S 79898707 295 101655 2
S 79909706 295 101652 2
S 79920705 295 101652 2
S 79931705 295 101655 2
S 79942704 295 101654 2
S 79953703 295 101651 2
S 79964702 295 101657 2
S 79975702 295 101655 2
S 79986701 295 101654 2
S 79997700 295 101655 2
S 80008700 295 101656 2
S 80019699 295 101656 2
S 80030698 295 101655 2
S 80041698 295 101657 2
S 80052697 295 101657 2
S 80063696 295 101660 2
S 80074696 295 101656 2
S 80085695 295 101658 2
S 80096694 295 101653 2
S 80107694 295 101652 2
S 80118693 295 101655 2
S 80129692 295 101655 2
S 80140691 295 101655 2
S 80151691 295 101653 2
S 80162690 295 101659 2
S 80173689 295 101654 2
S 80184689 295 101655 2
S 80195688 295 101654 2
S 80206687 295 101655 2
S 80217687 295 101657 2
S 80228686 295 101655 2
S 80239685 295 101654 2
S 80250685 295 101649 2
S 80261684 295 101650 2
S 80272683 295 101653 2
S 80283683 295 101657 2
S 80294682 295 101655 2
S 80305681 295 101651 2
S 80316680 295 101653 2
S 80327680 295 101653 2
S 80338679 295 101652 2
S 80349678 295 101653 2
S 80360678 295 101658 2
S 80371677 295 101655 2
S 80382676 295 101658 2
S 80393676 295 101657 2
S 80404675 295 101655 2
S 80415674 295 101656 2
S 80426674 295 101655 2
S 80437673 295 101652 2
S 80448672 295 101657 2
S 80459672 295 101657 2
S 80470671 295 101658 2
S 80481670 295 101658 2
S 80492669 295 101658 2
S 80503669 295 101660 2
S 80514668 295 101662 2
S 80525667 295 101657 2
S 80536667 295 101658 2
S 80547666 295 101651 2
S 80558665 295 101656 2
S 80574664 295 101654 2
S 80585664 295 101649 2
S 80596663 295 101649 2
S 80607662 295 101650 2
S 80618662 295 101654 2
S 80629661 295 101649 2
S 80640660 295 101654 2
S 80651660 295 101652 2
S 80662659 295 101652 2
S 80673658 295 101652 2
S 80684657 295 101650 2
S 80695657 295 101652 2
S 80706656 295 101650 2
S 80717655 295 101655 2
S 80728655 295 101656 2
S 80739654 295 101649 2
S 80750653 295 101649 2
S 80761653 295 101652 2
S 80772652 295 101648 2
S 80783651 295 101647 2
S 80794651 295 101649 2
S 80805650 295 101649 2
S 80816649 295 101657 2
S 80827649 295 101655 2
S 80838648 295 101650 2
S 80849647 295 101654 2
S 80860646 295 101654 2
S 80871646 295 101652 2
S 80882645 295 101656 2
S 80893644 295 101657 2
S 80904644 295 101658 2
S 80915643 295 101657 2
S 80926642 295 101649 2
S 80937642 295 101657 2
S 80948641 295 101655 2
S 80959640 295 101652 2
S 80970640 295 101652 2
S 80981639 295 101652 2
S 80992638 295 101654 2
S 81003638 295 101651 2
S 81014637 295 101653 2
S 81025636 295 101654 2
S 81036635 295 101655 2
S 81047635 295 101649 2
S 81058634 295 101652 2
S 81069633 295 101651 2
S 81080633 295 101656 2
S 81091632 295 101652 2
S 81102631 295 101651 2
S 81113631 295 101652 2
S 81124630 295 101651 2
S 81135629 295 101656 2
S 81146629 295 101652 2
S 81157628 295 101655 2
S 81168627 295 101654 2
S 81179627 295 101656 2
S 81190626 295 101654 2
S 81201625 295 101655 2
S 81212624 295 101649 2
S 81223624 295 101652 2
S 81234623 295 101654 2
S 81245622 295 101658 2
S 81256622 295 101654 2
S 81267621 295 101654 2
S 81278620 295 101653 2
S 81289620 295 101657 2
S 81300619 295 101655 2
S 81311618 295 101654 2
S 81322618 295 101653 2
S 81333617 295 101657 2
S 81344616 295 101658 2
S 81355616 295 101654 2
S 81366615 295 101656 2
S 81377614 295 101653 2
S 81388613 295 101653 2
S 81399613 295 101649 2
S 81410612 295 101653 2
S 81421611 295 101654 2
S 81432611 295 101655 2
S 81443610 295 101657 2
S 81454609 295 101654 2
S 81465609 295 101651 2
S 81476608 295 101654 2
S 81487607 295 101656 2
